category,問題類別,變形問題,SQL1,SQL2,SQL3
A,在[時間]的刷卡紀錄,能告訴我[時間]的消費總數嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,我想獲得[時間]的刷卡花費資料。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,請幫助我了解[時間]的消費明細。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,在[時間]的支付總金額有多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,想查詢[時間]的信用卡支出情況。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,在[時間]的消費支出記錄是什麼？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,可以提供[時間]的花費數據嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,[時間]的支出情況如何？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,我對[時間]期間的支付金額有興趣。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
A,在[時間]的刷卡紀錄,我需要查看[時間]的所有消費金額。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date"
B,在[時間][商戶]刷卡紀錄,在[時間]我在[商戶]的支出紀錄有哪些？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string2, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string2, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string2, ...)"
B,在[時間][商戶]刷卡紀錄,我想知道在[時間]於[商戶]的消費金額。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string3, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string3, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string3, ...)"
B,在[時間][商戶]刷卡紀錄,可以告訴我[時間]我在[商戶]花了多少錢嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string4, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string4, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string4, ...)"
B,在[時間][商戶]刷卡紀錄,我在[時間]於[商戶]的開銷是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string5, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string5, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string5, ...)"
B,在[時間][商戶]刷卡紀錄,有關[時間]我在[商戶]的消費記錄，總額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string6, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string6, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string6, ...)"
B,在[時間][商戶]刷卡紀錄,請提供[時間]我在[商戶]的消費詳情。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string7, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string7, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string7, ...)"
B,在[時間][商戶]刷卡紀錄,我想了解在[時間]於[商戶]的總花費。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string8, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string8, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string8, ...)"
B,在[時間][商戶]刷卡紀錄,我在[時間]前往[商戶]的消費總金額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string9, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string9, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string9, ...)"
B,在[時間][商戶]刷卡紀錄,[時間]我在[商戶]的支付情況是什麼？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string10, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string10, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string10, ...)"
B,在[時間][商戶]刷卡紀錄,請幫我查詢在[時間]於[商戶]的花費總金額,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string11, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string11, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string11, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]去[商戶]時，我花了多少錢？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string12, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string12, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string12, ...)"
B,在[時間][商戶]刷卡紀錄,我要查詢[時間]在[商戶]的消費紀錄。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string13, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string13, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string13, ...)"
B,在[時間][商戶]刷卡紀錄,可以說明在[時間]我在[商戶]的消費狀況嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string14, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string14, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string14, ...)"
B,在[時間][商戶]刷卡紀錄,[時間]我在[商戶]的支付的總金額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string15, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string15, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string15, ...)"
B,在[時間][商戶]刷卡紀錄,想知道[時間]我在[商戶]的消費明細。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string16, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string16, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string16, ...)"
B,在[時間][商戶]刷卡紀錄,請給我[時間]在[商戶]的消費數據。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string17, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string17, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string17, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]我在[商戶]的支出總金額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string18, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string18, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string18, ...)"
B,在[時間][商戶]刷卡紀錄,我想知道[時間]我在[商戶]消費的金額。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string19, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string19, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string19, ...)"
B,在[時間][商戶]刷卡紀錄,想查詢[時間]期間在[商戶]的消費記錄？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string20, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string20, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string20, ...)"
B,在[時間][商戶]刷卡紀錄,請說明[時間]我在[商戶]的消費金額。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string21, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string21, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string21, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]時於[商戶]消費了多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string22, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string22, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string22, ...)"
B,在[時間][商戶]刷卡紀錄,我在[時間]的消費記錄於[商戶]有多少金額？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string23, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string23, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string23, ...)"
B,在[時間][商戶]刷卡紀錄,查詢[時間]我在[商戶]的支出資料。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string24, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string24, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string24, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]的[商戶]消費數據是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string25, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string25, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string25, ...)"
B,在[時間][商戶]刷卡紀錄,可以提供[時間]我在[商戶]花費的總數嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string26, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string26, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string26, ...)"
B,在[時間][商戶]刷卡紀錄,我對於[時間]在[商戶]的支出情況有興趣。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string27, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string27, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string27, ...)"
B,在[時間][商戶]刷卡紀錄,我想要知道[時間]於[商戶]的消費總額。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string28, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string28, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string28, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]我在[商戶]消費的概況是？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string29, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string29, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string29, ...)"
B,在[時間][商戶]刷卡紀錄,[時間]我前往[商戶]消費的總數是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string30, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string30, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string30, ...)"
B,在[時間][商戶]刷卡紀錄,請告訴我[時間]在[商戶]的開支情況。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string31, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string31, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string31, ...)"
B,在[時間][商戶]刷卡紀錄,可以查找[時間]我在[商戶]的花費記錄嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string32, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string32, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string32, ...)"
B,在[時間][商戶]刷卡紀錄,[時間]時，我在[商戶]的總消費額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string33, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string33, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string33, ...)"
B,在[時間][商戶]刷卡紀錄,我想知道[時間]期間在[商戶]的支出。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string34, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string34, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string34, ...)"
B,在[時間][商戶]刷卡紀錄,請給我[時間]於[商戶]的支付數據。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string35, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string35, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string35, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]我去[商戶]時的花費是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string36, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string36, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string36, ...)"
B,在[時間][商戶]刷卡紀錄,請提供[時間]我在[商戶]的所有支出。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string37, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string37, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string37, ...)"
B,在[時間][商戶]刷卡紀錄,我想了解在[時間]的[商戶]消費數字。,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string38, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string38, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string38, ...)"
B,在[時間][商戶]刷卡紀錄,可以說明[時間]於[商戶]的開支是多少嗎？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string39, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string39, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string39, ...)"
B,在[時間][商戶]刷卡紀錄,我在[時間]於[商戶]的支付總金額是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string40, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string40, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string40, ...)"
B,在[時間][商戶]刷卡紀錄,[時間]於[商戶]的消費情況如何？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string41, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string41, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string41, ...)"
B,在[時間][商戶]刷卡紀錄,在[時間]時於[商戶]的總開支是多少？,"Select
Count(*)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string42, ...)","Select
Sum(TXN_AMT)
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string42, ...)","Select TXN_DATE, TXN_AMT, MERCHANT_NAME
From dual
Where CustomerID = &CustomerID
And TXN_DATE between &start_date and &end_date
And MERCHANT_NAME IN( &string1, &string42, ...)"
